JCMS.Mouse.ID,SC.Number,Strain,DOB,Sex,Generation,From.Cage,Date.of.wean,JCMS.Pen..,cage.,Ear.Notch,Coat.Color,Chip.ID,Death.date,Death.type,Notes,Age..mth.,Age.of.VP,Date.of.VP,BW,Tail.Length,Urine.28wks,Bld6..29wk,Bld2.31.wk,bld7.33wks,Urine.54wk,Bld6.55wk,bld2.57wk,Bld7.59wk,Urine.80wk,Bld6.81.wk,Bld2.83wks,Bld7.85.wks,X104wk.BW.Date,X104wk.BW,X130wk.BW.Date,X130wk.BW,X26.Mo.PP.Paper,X156.wek.BW.date,X156wk.BW,X30.Mo.PP.paper,COMMENTS,survival
DO.0308,11988,J:DO,10/24/2011,M,G8,17,11/14/2011,109,LGDO-M-14B,2R1L,Agouti,0006DD8998,6/18/2015,FD,,56.63,,,NA,NA,5/14/2012,5/21/2012,5/28/2012,6/11/2012,8/26/2013,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,4/7/2014,,1333
DO.0309,11989,J:DO,10/27/2011,M,G8,18,11/14/2011,63,LGDO-M-14D,3R,Agouti,0006DD575C,2/24/2015,FD,,40.53,,,NA,NA,5/21/2012,6/4/2012,5/31/2012,6/14/2012,8/26/2013,11/15/2012,11/29/2012,12/13/2012,5/9/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,12/19/2013,10/23/2014,NA,4/10/2014,,1216
DO.0310,11990,J:DO,10/25/2011,M,G8,19,11/14/2011,63,LGDO-M-14C,3L,Agouti,0006E83047,12/4/2012,F.D. (Y),,13.53,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,,10/21/2014,NA,,,406
DO.0311,11991,J:DO,10/24/2011,M,G8,2,11/14/2011,64,LGDO-M-15,2B,Agouti,0006dd6a86,11/26/2013,F.D. (Y),,25.47,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/12/2012,11/26/2012,12/10/2012,4/29/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,33.88,4/21/2014,NA,,10/20/2014,NA,,,764
DO.0312,11992,J:DO,10/22/2011,M,G8,7,11/14/2011,64,LGDO-M-15,R,Black,0006dd8053,4/23/2014,F.D. (Y),,30.47,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,41.32,4/19/2014,NA,,10/18/2014,NA,,,914
DO.0313,11993,J:DO,10/22/2011,M,G8,10,11/14/2011,64,LGDO-M-15,L,WB Agouti,0006dd714b,7/8/2013,F.D. (Y),,20.83,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,625
DO.0314,11994,J:DO,10/26/2011,M,G8,12,11/14/2011,64,LGDO-M-15,B,WB Agouti,0006DD57B8,4/15/2013,F.D. (Y),,17.9,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/14/2012,11/28/2012,12/12/2012,4/29/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,NA,4/23/2014,NA,,10/22/2014,NA,,,537
DO.0315,11995,J:DO,10/22/2011,M,G8,13,11/14/2011,64,LGDO-M-15,2R,Agouti,0006DD2422,12/25/2014,FD,,38.67,,,NA,NA,5/7/2012,5/14/2012,5/26/2012,6/9/2012,8/26/2013,11/10/2012,11/24/2012,12/8/2012,5/4/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,12/14/2013,10/18/2014,NA,4/5/2014,,1160
DO.0316,11996,J:DO,10/25/2011,M,G8,14,11/14/2011,65,LGDO-M-16,2L,Agouti,00071B5FF0,8/29/2013,F.D. (Y),,22.47,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,,10/21/2014,NA,,,674
DO.0317,11997,J:DO,10/27/2011,M,G8,15,11/14/2011,65,LGDO-M-16,1R2L,Agouti,0006DD496C,7/28/2014,F.D. (Y),,33.5,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,46.78,4/24/2014,30.21,,10/23/2014,NA,,,1005
DO.0318,11998,J:DO,10/24/2011,M,G8,17,11/14/2011,65,LGDO-M-16,2R1L,Black,0006E79D86,8/4/2014,F.D. (Y),,33.83,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/12/2012,11/26/2012,12/10/2012,4/29/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,29.28,4/21/2014,27.77,,10/20/2014,NA,,,1015
DO.0319,11999,J:DO,10/27/2011,M,G8,18,11/14/2011,65,LGDO-M-16,3B,Agouti,0006DCEDB0,2/4/2016,MISS,,52.03,,,NA,NA,5/21/2012,6/4/2012,5/31/2012,6/14/2012,8/26/2013,11/15/2012,11/29/2012,12/13/2012,5/9/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,12/19/2013,10/23/2014,NA,4/10/2014,,1561
DO.0320,12000,J:DO,10/27/2011,M,G8,22,11/14/2011,65,LGDO-M-16,3L,Agouti,0006DCF658,6/20/2013,F.D. (Y),,20.07,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,,10/23/2014,NA,,,602
DO.0321,12001,J:DO,10/23/2011,M,G8,1,11/14/2011,66,LGDO-M-17,N,Agouti,00071B9A53,10/27/2014,F.D.,,36.67,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,52.04,4/20/2014,37.91,,10/19/2014,NA,,,1100
DO.0322,12002,J:DO,10/24/2011,M,G8,2,11/14/2011,66,LGDO-M-17,R,Agouti,00071B9B3F,10/27/2014,F.D.,,36.63,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,41.06,4/21/2014,35.19,,10/20/2014,NA,,,1099
DO.0323,12003,J:DO,10/24/2011,M,G8,6,11/14/2011,66,LGDO-M-17,L,WB Agouti,00071B9899,10/14/2013,F.D. (Y),,24.03,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,,10/20/2014,NA,,,721
DO.0324,12004,J:DO,10/22/2011,M,G8,7,11/14/2011,66,LGDO-M-17,B,Albino,00071B88CC,4/14/2014,F.D. (Y),,30.17,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,34.42,4/19/2014,NA,,10/18/2014,NA,,,905
DO.0325,12005,J:DO,10/22/2011,M,G8,10,11/14/2011,66,LGDO-M-17,2R,Agouti,00071B8502,5/8/2013,F.D. (Y),,18.8,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,564
DO.0326,12006,J:DO,10/22/2011,M,G8,8,11/14/2011,67,LGDO-M-18,2L,Agouti,00071BA045,6/11/2013,F.D. (Y),,19.93,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,598
DO.0327,12007,J:DO,10/23/2011,M,G8,9,11/14/2011,110,LGDO-M-18A,1R2L,Agouti,00071B642A,9/6/2013,F.D. (Y),,22.8,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,NA,4/20/2014,NA,,10/19/2014,NA,,,684
DO.0328,12008,J:DO,10/26/2011,M,G8,12,11/14/2011,67,LGDO-M-18,2R1L,Black,00071B7F3B,6/24/2013,F.D. (Y),,20.23,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/14/2012,11/28/2012,12/12/2012,5/6/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,NA,4/23/2014,NA,,10/22/2014,NA,,,607
DO.0329,12009,J:DO,10/22/2011,M,G8,13,11/14/2011,67,LGDO-M-18,3R,Agouti,00071B92ED,12/23/2013,F.D. (Y),,26.43,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,35.97,4/19/2014,NA,,10/18/2014,NA,,,793
DO.0330,12010,J:DO,10/25/2011,M,G8,14,11/14/2011,67,LGDO-M-18,3L,Agouti,00071B3BCD,4/29/2013,Missing (Y),,18.4,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/13/2012,11/27/2012,12/11/2012,5/6/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,,10/21/2014,NA,,,552
DO.0331,12011,J:DO,10/24/2011,M,G8,2,11/14/2011,68,LGDO-M-19,N,WB Agouti,00071B5581,8/6/2013,F.D. (Y),,21.73,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,,10/20/2014,NA,,,652
DO.0332,12012,J:DO,10/22/2011,M,G8,7,11/14/2011,68,LGDO-M-19,R,Black,00071B6733,4/25/2013,F.D. (Y),,18.37,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,551
DO.0333,12013,J:DO,10/22/2011,M,G8,13,11/14/2011,68,LGDO-M-19A,L,Agouti,00071BA265,4/21/2014,E.S. (Y),,30.4,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,29.53,4/19/2014,NA,,10/18/2014,NA,,,912
DO.0334,12014,J:DO,10/27/2011,M,G8,22,11/14/2011,68,LGDO-M-19,B,Agouti,00071B6306,11/27/2012,E.S. (Y),,13.23,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/15/2012,11/29/2012,12/13/2012,5/6/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,,10/23/2014,NA,,,397
DO.0335,12015,J:DO,10/22/2011,M,G8,23,11/14/2011,68,LGDO-M-19,2R,Agouti,00071B9503,4/22/2013,F.D. (Y),,18.27,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/5/2012,11/10/2012,11/24/2012,12/8/2012,5/6/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,548
DO.0336,12016,J:DO,10/25/2011,M,G8,24,11/14/2011,69,LGDO-M-20,2L,Agouti,00071B6251,5/8/2014,F.D. (Y),,30.87,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/13/2012,11/27/2012,12/11/2012,5/6/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,36.45,4/22/2014,23.8,,10/21/2014,NA,,,926
DO.0337,12017,J:DO,10/27/2011,M,G8,25,11/14/2011,69,LGDO-M-20A,1R2L,Albino,00071B9029,11/4/2013,F.D. (Y),,24.63,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/15/2012,11/29/2012,12/13/2012,5/6/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,27.17,4/24/2014,NA,,10/23/2014,NA,,,739
DO.0338,12018,J:DO,10/23/2011,M,G8,26,11/14/2011,69,LGDO-M-20,2R1L,Agouti,00071B1B54,4/16/2014,F.D. (Y),,30.2,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,41.71,4/20/2014,NA,,10/19/2014,NA,,,906
DO.0339,12019,J:DO,10/26/2011,M,G8,27,11/14/2011,69,LGDO-M-20,3R,Agouti,00071B9C9C,9/15/2014,E.S. (Y),,35.17,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/5/2012,11/14/2012,11/28/2012,12/12/2012,5/6/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,22.89,4/23/2014,20.41,,10/22/2014,NA,,,1055
DO.0340,12020,J:DO,10/23/2011,M,G8,29,11/14/2011,69,LGDO-M-20B,3L,Agouti,00071B7512,10/2/2013,F.D. (Y),,23.67,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/5/2012,11/11/2012,11/25/2012,12/9/2012,5/6/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,NA,4/20/2014,NA,,10/19/2014,NA,,,710
DO.0341,12021,J:DO,10/23/2011,M,G8,1,11/14/2011,70,LGDO-M-21,N,Cinnamon,00071B966B,8/18/2014,F.D. (Y),,34.33,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,43.89,4/20/2014,42.92,,10/19/2014,NA,,,1030
DO.0342,12022,J:DO,10/23/2011,M,G8,5,11/14/2011,111,LGDO-M-21A,R,Agouti,00071B5E19,5/12/2014,F.D. (Y),,31.07,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,55.52,4/20/2014,30.46,,10/19/2014,NA,,,932
DO.0343,12023,J:DO,10/25/2011,M,G8,21,11/14/2011,70,LGDO-M-21,L,Agouti,00071B88AD,12/30/2013,F.D. (Y),,26.57,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,33.77,4/22/2014,NA,,10/21/2014,NA,,,797
DO.0344,12024,J:DO,10/24/2011,M,G8,6,11/14/2011,70,LGDO-M-21,B,WB Agouti,00071B5A1E,7/11/2014,F.D. (Y),,33.03,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/12/2012,11/26/2012,12/10/2012,5/13/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,31.07,4/21/2014,21.21,,10/20/2014,NA,,,991
DO.0345,12025,J:DO,10/22/2011,M,G8,7,11/14/2011,70,LGDO-M-21,2R,Agouti,00071B8765,1/13/2014,F.D. (Y),,27.13,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,44.26,4/19/2014,NA,,10/18/2014,NA,,,814
DO.0346,12026,J:DO,10/22/2011,M,G8,10,11/14/2011,71,LGDO-M-22,2L,Black,00071B5704,3/12/2013,F.D. (Y),,16.9,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,507
DO.0347,12027,J:DO,10/22/2011,M,G8,8,11/14/2011,71,LGDO-M-22,1R2L,WB Agouti,00071B4698,2/17/2014,F.D. (Y),,28.3,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,44.65,4/19/2014,NA,,10/18/2014,NA,,,849
DO.0348,12028,J:DO,10/23/2011,M,G8,9,11/14/2011,71,LGDO-M-22,2R1L,Agouti,00071B887D,3/24/2014,F.D. (Y),,29.43,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,11/12/2012,11/11/2012,11/25/2012,12/9/2012,5/13/2013,5/12/2013,5/26/2013,6/9/2013,10/20/2013,28.05,4/20/2014,NA,,10/19/2014,NA,,,883
DO.0349,12029,J:DO,10/25/2011,M,G8,11,11/14/2011,71,LGDO-M-22,3R,Agouti,00071BB2E1,3/24/2014,F.D. (Y),,29.37,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,45.3,4/22/2014,NA,,10/21/2014,NA,,,881
DO.0350,12030,J:DO,10/26/2011,M,G8,12,11/14/2011,71,LGDO-M-22,3L,Agouti,00071B708E,9/24/2014,F.D.(Y),,35.47,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/14/2012,11/28/2012,12/12/2012,5/13/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,42.89,4/23/2014,31.8,,10/22/2014,NA,,,1064
DO.0351,12031,J:DO,10/25/2011,M,G8,14,11/14/2011,72,LGDO-M-23,N,Agouti,00071B5E09,11/19/2012,F.D. (Y),,13.03,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,,10/21/2014,NA,,,391
DO.0352,12032,J:DO,10/27/2011,M,G8,15,11/14/2011,72,LGDO-M-23,R,Agouti,00071B9942,4/14/2014,F.D. (Y),,30,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/15/2012,11/29/2012,12/13/2012,5/13/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,62.44,4/24/2014,NA,,10/23/2014,NA,,,900
DO.0353,12033,J:DO,10/24/2011,M,G8,17,11/14/2011,72,LGDO-M-23,L,Agouti,00071B63A2,12/8/2014,FD,,38.03,,,NA,NA,5/14/2012,5/21/2012,5/28/2012,6/11/2012,8/26/2013,11/12/2012,11/26/2012,12/10/2012,5/6/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,12/16/2013,10/20/2014,NA,4/7/2014,,1141
DO.0354,12034,J:DO,10/27/2011,M,G8,18,11/14/2011,72,LGDO-M-23,B,WB Agouti,00071B780E,10/16/2013,Missing (Y),,24,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/15/2012,11/29/2012,12/13/2012,5/13/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,,10/23/2014,NA,,,720
DO.0355,12035,J:DO,10/25/2011,M,G8,19,11/14/2011,72,LGDO-M-23,2R,Agouti,00071B4B12,2/4/2016,MISS,,52.1,,,NA,NA,5/21/2012,6/4/2012,5/29/2012,6/12/2012,9/2/2013,11/13/2012,11/27/2012,12/11/2012,5/7/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,12/17/2013,10/21/2014,NA,4/8/2014,,1563
DO.0356,12036,J:DO,10/25/2011,M,G8,21,11/14/2011,112,LGDO-M-24B,2L,Albino,00071AD5E5,9/9/2013,F.D. (Y),,22.83,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,,10/21/2014,NA,,,685
DO.0357,12037,J:DO,10/27/2011,M,G8,22,11/14/2011,73,LGDO-M-24C,1R2L,WB Agouti,00071B8DE4,12/21/2012,F.D. (Y),,14.03,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/15/2012,11/29/2012,12/13/2012,5/13/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,,10/23/2014,NA,,,421
DO.0358,12038,J:DO,10/22/2011,M,G8,23,11/14/2011,73,LGDO-M-24,2R1L,Agouti,00071B8D40,11/17/2014,F.D.,,37.4,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,11/12/2012,11/10/2012,11/24/2012,12/8/2012,5/13/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,33.96,4/19/2014,32.71,,10/18/2014,NA,,,1122
DO.0359,12039,J:DO,10/25/2011,M,G8,24,11/14/2011,73,LGDO-M-24,3R,Albino,00071B8F59,7/24/2013,F.D. (Y),,21.27,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/13/2012,11/27/2012,12/11/2012,5/13/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,NA,4/22/2014,NA,,10/21/2014,NA,,,638
DO.0360,12040,J:DO,10/27/2011,M,G8,25,11/14/2011,113,LGDO-M-24A,3L,Black,00071B4C81,6/24/2013,F.D. (Y),,20.2,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,11/12/2012,11/15/2012,11/29/2012,12/13/2012,5/13/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,NA,4/24/2014,NA,,10/23/2014,NA,,,606
DO.0361,12231,J:DO,2/22/2012,M,G9,110,3/14/2012,74,LGDO-M-25C,N,Albino,00071B7098,9/4/2014,E.S. (Y),,30.83,,,NA,NA,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/13/2013,3/27/2013,4/10/2013,8/26/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,43.46,8/20/2014,41.11,,2/18/2015,NA,,,925
DO.0362,12232,J:DO,2/19/2012,M,G9,114,3/14/2012,114,LGDO-M-25B,R,Albino,00071B99F1,2/4/2016,MISS,,48.2,,,NA,NA,8/27/2012,9/3/2012,9/23/2012,10/7/2012,9/2/2013,3/10/2013,3/24/2013,4/7/2013,9/1/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,NA,8/17/2014,30.17,4/13/2014,2/15/2015,NA,8/3/2014,,1446
DO.0363,12233,J:DO,2/24/2012,M,G9,116,3/14/2012,74,LGDO-M-25,L,Albino,00071BAB00,2/16/2015,FD,,36.27,,,NA,NA,8/27/2012,9/17/2012,9/28/2012,10/12/2012,9/2/2013,3/15/2013,3/29/2013,4/12/2013,9/6/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,NA,8/22/2014,31.66,4/18/2014,2/20/2015,NA,8/8/2014,,1088
DO.0364,12234,J:DO,2/24/2012,M,G9,118,3/14/2012,74,LGDO-M-25,B,Agouti,00071B694F,10/22/2012,F.D. (Y),,8.03,,,NA,NA,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/15/2013,3/29/2013,4/12/2013,8/26/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,NA,8/22/2014,NA,,2/20/2015,NA,,,241
DO.0365,12235,J:DO,2/22/2012,M,G9,120,3/14/2012,115,LGDO-M-25A,2R,Black,00071B75B2,4/28/2015,E.S.,,38.7,,,NA,NA,8/27/2012,9/17/2012,9/26/2012,10/10/2012,9/2/2013,3/13/2013,3/27/2013,4/10/2013,9/4/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,28.77,4/16/2014,2/18/2015,NA,8/6/2014,,1161
DO.0366,12236,J:DO,2/21/2012,M,G9,122,3/14/2012,75,LGDO-M-26,2L,Cinnamon,00071BA04C,10/27/2014,F.D.,,32.63,,,NA,NA,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,41.18,8/19/2014,3639,,2/17/2015,NA,,,979
DO.0367,12237,J:DO,2/24/2012,M,G9,124,3/14/2012,75,LGDO-M-26,1R2L,Cinnamon,00071B6237,5/20/2014,E.S. (Y),,27.2,,,NA,NA,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/15/2013,3/29/2013,4/12/2013,8/26/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,49.77,8/22/2014,NA,,2/20/2015,NA,,,816
DO.0368,12238,J:DO,2/18/2012,M,G9,126,3/14/2012,75,LGDO-M-26A,2R1L,Agouti,00071B55BC,9/25/2014,F.D. (Y) derm,,31.67,,,NA,NA,8/27/2012,9/3/2012,9/17/2012,10/1/2012,2/25/2013,3/9/2013,3/23/2013,4/6/2013,8/26/2013,9/7/2013,9/21/2013,10/5/2013,2/15/2014,34.36,8/16/2014,28.86,,2/14/2015,NA,,,950
DO.0369,12239,J:DO,2/22/2012,M,G9,134,3/14/2012,75,LGDO-M-26,3R,Agouti,00071B946D,4/15/2013,F.D. (Y),,13.93,,,NA,NA,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/13/2013,3/27/2013,4/10/2013,8/26/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,NA,,2/18/2015,NA,,,418
DO.0370,12240,J:DO,2/21/2012,M,G9,132,3/14/2012,75,LGDO-M-26,3L,WB Agouti,00071B971F,9/15/2014,F.D. (Y),,31.23,,,NA,NA,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,36.35,8/19/2014,31.52,,2/17/2015,NA,,,937
DO.0371,12241,J:DO,2/21/2012,M,G9,45,3/14/2012,76,LGDO-M-27,N,WB Agouti,00071B498B,10/16/2012,F.D. (Y),,7.93,,,NA,NA,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,,2/17/2015,NA,,,238
DO.0372,12242,J:DO,2/22/2012,M,G9,47,3/14/2012,76,LGDO-M-27,R,Agouti,00071B9B00,6/19/2014,E.S. (Y),,28.27,,,NA,NA,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/13/2013,3/27/2013,4/10/2013,8/26/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,42.77,8/20/2014,NA,,2/18/2015,NA,,,848
