Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,WBC..x103.uL.,RBC..x106.uL.,HGB..g.dL.,HCT....,MCV..fL.,MCH..pg.,MCHC..g.dL.,Plt..x103.uL.,MPV..fL.,X.Retic,X.Retic.109cells.l.,X.Neut,X.LYMPH,X.MONO,X.EOS,X.BASO,X.LUC,X.NEUT.103cells.uL.,X.LYMPH.103cells.uL.,X.MONO.103cells.uL.,X.EOS.103cells.uL.,X.BASO.103cells.uL.,X.LUC.103cells.uL.,CHCM.g.dL.,Tube.A..plasma.vl.,Plasma.Box.ID
DO.0450,M,G10,LGDO-M-42,5/14/2012,12/19/2012,219,Bld-2 31wks,29.68,10.38,10.38,15.5,48.4,46.6,15,32.1,1414,5.4,4.17,433,20.1,74.5,2.2,2.3,0.3,0.6,2.09,7.74,0.22,0.24,0.03,0.06,30.9,NA,
DO.0451,M,G10,LGDO-M-43,5/15/2012,12/19/2012,218,Bld-2 31wks,41.55,8.43,11.51,16.9,50.4,43.8,14.7,33.5,1480,5.6,2.26,260.6,12.4,81.3,3.4,2.2,0.2,0.5,1.05,6.85,0.29,0.18,0.02,0.04,32.3,NA,
DO.0452,M,G10,LGDO-M-43A,5/15/2012,12/19/2012,218,Bld-2 31wks,42.05,12.7,10.83,16.2,49.9,46.1,14.9,32.4,1690,5.5,2.97,321.7,26.4,68.1,3.7,0.9,0.5,0.4,3.35,8.65,0.48,0.11,0.06,0.05,31.3,NA,
DO.0453,M,G10,LGDO-M-43,5/18/2012,12/19/2012,215,Bld-2 31wks,46.81,9.79,12.05,17.2,53.3,44.2,14.3,32.3,1200,5.9,2.37,286.2,33.1,60.2,4.3,1.2,0.3,0.8,3.24,5.9,0.42,0.12,0.03,0.08,30.5,NA,
DO.0454,M,G10,LGDO-M-43,5/15/2012,12/19/2012,218,Bld-2 31wks,38.53,8.05,10.51,15.7,48.7,46.4,14.9,32.2,1541,5.1,3.14,330.2,18,76.5,2.8,1.9,0.3,0.5,1.45,6.16,0.22,0.16,0.03,0.04,30.2,NA,
DO.0455,M,G10,LGDO-M-43,5/15/2012,12/19/2012,218,Bld-2 31wks,44.91,8.69,11.4,15.4,48.5,42.6,13.5,31.8,1390,5,2.73,311.3,26.1,66.9,4.5,1.7,0.3,0.5,2.27,5.81,0.39,0.15,0.02,0.04,30,NA,
DO.0456,M,G10,LGDO-M-44,5/16/2012,12/19/2012,217,Bld-2 31wks,41.28,6.71,10.21,14.9,45.9,45,14.6,32.4,2039,5.6,3.04,310.3,23.7,71.1,1.3,3.2,0.4,0.2,1.59,4.77,0.09,0.21,0.03,0.02,31.4,NA,
DO.0457,M,G10,LGDO-M-44B,5/15/2012,12/19/2012,218,Bld-2 31wks,38.42,13.07,11.48,17.3,52.8,46,15.1,32.8,1089,6,2.32,265.8,19.4,73.3,1.5,5.1,0.3,0.4,2.53,9.58,0.2,0.67,0.04,0.05,30.8,NA,
DO.0458,M,G10,LGDO-M-44B,5/13/2012,12/19/2012,220,Bld-2 31wks,34.41,13.89,10.56,17.1,53.4,50.5,16.2,32.1,1825,5.5,2.2,232.7,23.3,73.3,1.5,1.2,0.3,0.4,3.24,10.18,0.21,0.17,0.04,0.06,30.8,NA,
DO.0459,M,G10,LGDO-M-44A,5/15/2012,12/19/2012,218,Bld-2 31wks,36.29,5.73,9.99,14.9,45.6,45.6,14.9,32.7,1979,5.3,2.63,263.1,15.4,76.2,2.6,5.1,0.4,0.4,0.88,4.37,0.15,0.29,0.02,0.02,31.3,NA,
DO.0460,M,G10,LGDO-M-44,5/15/2012,12/19/2012,218,Bld-2 31wks,39.55,9.03,10.28,15.3,47.4,46.1,14.9,32.4,1536,5.5,3.32,341.4,17.2,75.2,3.8,3.2,0.3,0.3,1.56,6.79,0.34,0.28,0.03,0.03,31,NA,
DO.0461,M,G10,LGDO-M-45A,5/15/2012,12/27/2012,226,Bld-2 31wks,30.75,5.13,9.47,15,46.3,49,15.8,32.3,1661,5.6,2.18,206.8,20.5,72,3.1,3.9,0.2,0.2,1.05,3.7,0.16,0.2,0.01,0.01,30.8,NA,
DO.0465,M,G10,LGDO-M-45,5/13/2012,12/27/2012,228,Bld-2 31wks,43.97,8.1,11.04,14.6,45.2,40.9,13.3,32.4,1971,6,2.4,264.6,10.6,83.6,2.9,2,0.2,0.7,0.86,6.77,0.23,0.16,0.01,0.06,31,NA,
DO.0466,M,G10,LGDO-M-46,5/15/2012,12/27/2012,226,Bld-2 31wks,43.37,5.57,10.94,16.2,51.5,47.1,14.8,31.4,1508,5.7,1.8,197.2,14.4,81.1,2.7,1.3,0.1,0.3,0.8,4.52,0.15,0.07,0.01,0.02,29.2,NA,
DO.0467,M,G10,LGDO-M-46,5/15/2012,12/27/2012,226,Bld-2 31wks,44.21,11.9,10.08,15.9,49,48.6,15.7,32.4,1478,5.4,2.87,289.4,6.1,89.4,1.7,1.8,0.4,0.6,0.72,10.63,0.21,0.21,0.04,0.08,30.1,NA,
DO.0469,M,G10,LGDO-M-46,5/15/2012,12/27/2012,226,Bld-2 31wks,39.48,7.11,11.05,15.1,47.3,42.8,13.7,32,1332,5.3,2.34,258.8,16.2,79.2,2.2,1.9,0.2,0.4,1.15,5.63,0.16,0.13,0.01,0.03,30.3,NA,
DO.0470,M,G10,LGDO-M-46A,5/15/2012,12/27/2012,226,Bld-2 31wks,32.72,4.93,10.13,15.5,48,47.4,15.3,32.3,1081,5.6,2.57,260.6,9.9,81.3,3.8,4.2,0.3,0.5,0.49,4.01,0.19,0.21,0.02,0.02,30.5,NA,
DO.0471,M,G10,LGDO-M-47C,5/14/2012,12/27/2012,227,Bld-2 31wks,33.96,3.53,9.5,15.7,46.7,49.1,16.5,33.5,822,5.4,3.19,303.6,15.4,74.6,3.4,6.2,0.2,0.2,0.54,2.64,0.12,0.22,0.01,0.01,31.7,NA,
DO.0472,M,G10,LGDO-M-47B,5/17/2012,12/27/2012,224,Bld-2 31wks,37.19,11.31,10.41,15.1,46.5,44.6,14.5,32.4,1379,5.8,2.97,309.4,6,89.6,2.3,1.2,0.2,0.7,0.68,10.12,0.26,0.14,0.03,0.08,30.9,NA,
DO.0473,M,G10,LGDO-M-47,5/15/2012,12/27/2012,226,Bld-2 31wks,32.43,9.47,11.21,16.3,49.6,44.3,14.6,32.9,1251,5.3,3.04,341.3,21.5,71.3,4,2.6,0.2,0.4,2.04,6.75,0.38,0.25,0.02,0.04,32,NA,
DO.0474,M,G10,LGDO-M-47A,5/16/2012,12/27/2012,225,Bld-2 31wks,31.78,4.6,10.44,16.1,49.1,47,15.4,32.8,1781,5.9,2.08,217,16.6,75.9,3.6,3.4,0.3,0.3,0.76,3.49,0.16,0.16,0.01,0.01,31.3,NA,
DO.0475,M,G10,LGDO-M-47,5/14/2012,12/27/2012,227,Bld-2 31wks,33.07,12.25,11.08,16.3,50.8,45.9,14.7,32.1,1637,5.9,3.39,375.3,8.1,87.3,1.8,2.1,0.3,0.5,0.99,10.69,0.22,0.25,0.04,0.06,30.3,NA,
DO.0476,M,G10,LGDO-M-48,5/18/2012,12/27/2012,223,Bld-2 31wks,37.85,6.55,10.2,16,51.5,50.5,15.7,31.1,1392,5.5,2.54,259.3,23.6,66.3,4.1,5.3,0.3,0.4,1.54,4.34,0.27,0.35,0.02,0.03,30.6,NA,
DO.0477,M,G10,LGDO-M-48B,5/17/2012,12/27/2012,224,Bld-2 31wks,31.73,8.29,9.17,14.8,46.1,50.3,16.1,32,1907,6.2,3.44,315.5,39.3,48.7,4.6,6.9,0.2,0.3,3.26,4.04,0.38,0.57,0.02,0.02,31,NA,
DO.0478,M,G10,LGDO-M-48,5/17/2012,12/27/2012,224,Bld-2 31wks,32.97,25.17,8.87,13.1,41.9,47.3,14.8,31.3,1643,5.8,4.64,411.5,48.9,47,2.2,0.9,0.3,0.7,12.31,11.82,0.55,0.22,0.09,0.18,30.1,NA,
DO.0480,M,G10,LGDO-M-48A,5/10/2012,12/27/2012,231,Bld-2 31wks,34.55,4.68,11.34,17.2,52.5,46.3,15.1,32.7,1309,6.4,2.55,289.7,17.9,76.1,1.6,3.7,0.5,0.3,0.84,3.56,0.07,0.17,0.02,0.01,31.2,NA,
DO.0481,F,G11,LGDO-F-49,8/19/2012,3/20/2013,213,Bld-2 31wks,39.58,11.87,10.89,17.6,53.3,48.9,16.2,33.1,1390,8.3,2.77,302.2,10.2,82.3,3.2,2.8,0.3,1.2,1.22,9.77,0.38,0.33,0.04,0.14,29.7,NA,
DO.0482,F,G11,LGDO-F-49,8/21/2012,3/20/2013,211,Bld-2 31wks,22.79,7.11,10.97,16.7,50.7,46.2,15.2,32.9,1514,8,1.76,192.6,14.3,79.5,2.3,2.6,0.4,0.9,1.02,5.65,0.16,0.19,0.03,0.06,29.6,NA,
DO.0483,F,G11,LGDO-F-49,8/20/2012,3/20/2013,212,Bld-2 31wks,37.42,3.66,10.01,16.6,48.9,48.8,16.6,34,996,7.8,4.76,476.3,8.9,78.5,2.2,9.7,0.2,0.5,0.33,2.87,0.08,0.35,0.01,0.02,30.4,NA,
DO.0484,F,G11,LGDO-F-49,8/19/2012,3/20/2013,213,Bld-2 31wks,26.35,6.17,10.26,16.6,49.7,48.4,16.2,33.5,1240,9,1.93,197.8,9.8,85.9,1.5,2,0.4,0.4,0.6,5.3,0.09,0.12,0.02,0.03,30.2,NA,
DO.0485,F,G11,LGDO-F-49,8/23/2012,3/20/2013,209,Bld-2 31wks,28.55,7.36,10.61,16,48.2,45.4,15.1,33.2,1066,8.1,2.83,299.8,12.4,78.5,2.6,5.7,0.2,0.6,0.91,5.78,0.19,0.42,0.02,0.05,30,NA,
DO.0486,F,G11,LGDO-F-50,8/20/2012,3/20/2013,212,Bld-2 31wks,23.31,6.11,11.16,17.2,49.8,44.6,15.4,34.6,1415,7.9,3.53,393.6,22.4,70.7,3.5,2.8,0.2,0.4,1.37,4.31,0.21,0.17,0.01,0.03,31.9,NA,
DO.0487,F,G11,LGDO-F-50,8/22/2012,3/20/2013,210,Bld-2 31wks,24.04,10.84,11.02,15.9,48.7,44.2,14.4,32.7,1002,7.6,4.06,446.9,6.3,89,1.1,2.3,0.4,0.8,0.68,9.66,0.12,0.25,0.04,0.08,30.3,NA,
DO.0488,F,G11,LGDO-F-50,8/18/2012,3/20/2013,214,Bld-2 31wks,38.12,5.71,11.11,17,51.3,46.1,15.3,33.2,1278,8.8,2.52,280.3,16.1,77.7,1.9,3.5,0.2,0.6,0.92,4.44,0.11,0.2,0.01,0.03,30.3,NA,
DO.0489,F,G11,LGDO-F-50,8/18/2012,3/20/2013,214,Bld-2 31wks,32.11,6.83,9.37,16.4,47.1,50.3,17.6,34.9,836,8.4,3.56,333.7,4.3,73.4,1.7,20,0.3,0.5,0.29,5.01,0.12,1.36,0.02,0.03,31.4,NA,
DO.0490,F,G11,LGDO-F-50,8/24/2012,3/20/2013,208,Bld-2 31wks,38.55,8.05,10.04,15.6,47.2,47,15.5,33,1047,8.8,2.24,225.4,9,86.8,1.4,1.3,0.4,1.1,0.73,6.99,0.11,0.1,0.03,0.08,30,NA,
DO.0491,F,G11,LGDO-F-51,8/22/2012,3/20/2013,210,Bld-2 31wks,26.57,8.51,10.63,16.8,49.3,46.4,15.8,34,1113,8.2,2.22,235.5,12.5,79.8,2.6,4.1,0.3,0.8,1.06,6.79,0.22,0.35,0.02,0.06,30.6,NA,
DO.0492,F,G11,LGDO-F-51,8/21/2012,3/20/2013,211,Bld-2 31wks,32.81,6.51,10.62,16.7,49.8,46.8,15.7,33.5,1186,8.4,2.81,298.8,22.3,60,4.1,11.8,0.2,1.6,1.45,3.91,0.27,0.77,0.01,0.11,30.1,NA,
DO.0494,F,G11,LGDO-F-51,8/22/2012,3/20/2013,210,Bld-2 31wks,32.26,8.66,10.85,17.5,52.3,48.2,16.2,33.5,1298,8.4,2.87,311.7,8.3,85.3,1,4,0.3,1,0.72,7.39,0.09,0.35,0.03,0.09,30.4,NA,
DO.0495,F,G11,LGDO-F-51,8/21/2012,3/20/2013,211,Bld-2 31wks,25.19,5.95,11.28,17.1,48.6,43.1,15.1,35.1,1259,8.4,3.29,370.6,14,81.7,1.2,2.2,0.3,0.6,0.84,4.86,0.07,0.13,0.02,0.04,32.6,NA,
DO.0496,F,G11,LGDO-F-52,8/21/2012,3/20/2013,211,Bld-2 31wks,26.16,11.61,11.36,15.2,48.7,42.9,13.4,31.3,2619,8,3,341.2,55,38.7,1.4,1.9,0.2,2.8,6.38,4.49,0.16,0.22,0.03,0.33,29.1,NA,
DO.0497,F,G11,LGDO-F-52,8/22/2012,3/20/2013,210,Bld-2 31wks,23.45,6.8,10.45,16.7,49.2,47.1,16,34,1369,8.5,2.04,213,15.1,79.6,1.5,2.8,0.4,0.7,1.02,5.41,0.1,0.19,0.03,0.04,30.5,NA,
DO.0498,F,G11,LGDO-F-52,8/19/2012,3/20/2013,213,Bld-2 31wks,23.99,9.28,11.6,16.4,50.3,43.4,14.2,32.6,1549,9.1,2.5,289.9,4.3,91.3,1,2.4,0.2,0.9,0.4,8.47,0.09,0.22,0.02,0.08,30.4,NA,
DO.0499,F,G11,LGDO-F-52,8/24/2012,3/20/2013,208,Bld-2 31wks,21.64,5.21,10.76,16.9,48.9,45.5,15.7,34.5,1018,8.3,3.12,335.9,16.4,79.8,1,2,0.3,0.5,0.85,4.16,0.05,0.1,0.02,0.03,30.9,NA,
DO.0500,F,G11,LGDO-F-52,8/19/2012,3/20/2013,213,Bld-2 31wks,22.78,3.95,12.13,16.6,51.4,42.4,13.7,32.3,1148,7.8,2.15,261.2,9.7,86.4,0.5,2.5,0.2,0.6,0.38,3.41,0.02,0.1,0.01,0.02,29.8,NA,
DO.0501,F,G11,LGDO-F-53,8/22/2012,3/26/2013,216,Bld-2 31wks,32.35,8.8,10.33,16.3,48.8,47.2,15.8,33.5,1047,7.7,2.79,287.9,18.1,73.1,2,6.2,0.2,0.4,1.59,6.43,0.17,0.55,0.02,0.03,31,NA,
DO.0502,F,G11,LGDO-F-53,8/19/2012,3/26/2013,219,Bld-2 31wks,22.3,8.17,11.28,16.7,50.8,45.1,14.8,32.9,1487,5.9,2.45,276.7,14,82.9,1.2,0.9,0.3,0.6,1.14,6.78,0.1,0.08,0.02,0.05,30.1,NA,
DO.0503,F,G11,LGDO-F-53,8/22/2012,3/26/2013,216,Bld-2 31wks,24.67,5.86,10.19,15.7,48.1,47.2,15.4,32.6,1000,6.9,2.39,243.5,16.6,79.4,1.6,1.8,0.1,0.4,0.97,4.65,0.09,0.11,0.01,0.03,30.2,NA,
DO.0504,F,G11,LGDO-F-53,8/24/2012,3/26/2013,214,Bld-2 31wks,28.32,12.91,11.37,15.7,48.4,42.6,13.8,32.5,1817,6.8,2.2,249.6,6.1,90.5,1,1.1,0.3,1,0.79,11.68,0.12,0.14,0.04,0.13,29.7,NA,
DO.0505,F,G11,LGDO-F-53,8/17/2012,3/26/2013,221,Bld-2 31wks,28.01,9.85,10.46,16,47.1,45,15.3,33.9,1609,7.3,2.23,233.1,12.2,84.1,1,2,0.2,0.6,1.2,8.28,0.1,0.19,0.02,0.06,31.1,NA,
DO.0506,F,G11,LGDO-F-54,8/23/2012,3/26/2013,215,Bld-2 31wks,23.44,13.63,12.33,16.7,51.5,41.7,13.6,32.5,1322,6.8,2.86,353.4,9.3,84.1,2.7,2.7,0.4,0.7,1.27,11.46,0.37,0.37,0.05,0.1,31,NA,
DO.0507,F,G11,LGDO-F-54,8/17/2012,3/26/2013,221,Bld-2 31wks,28.88,8.42,9.72,15.6,46.9,48.3,16.1,33.3,1463,7,2.81,273.1,7.4,88.6,1.2,1.9,0.2,0.9,0.62,7.45,0.1,0.16,0.01,0.07,31.1,NA,
DO.0508,F,G11,LGDO-F-54,8/19/2012,3/26/2013,219,Bld-2 31wks,31.92,3.34,10.35,16.5,48.9,47.2,15.9,33.7,1185,7.2,2.01,207.8,17.4,63.1,2.2,16.4,0.3,0.6,0.58,2.11,0.07,0.55,0.01,0.02,30.6,NA,
DO.0509,F,G11,LGDO-F-54,8/21/2012,3/26/2013,217,Bld-2 31wks,21.57,19.44,10.98,14.5,48.2,43.9,13.2,30.1,969,7.2,4.73,519.9,39.1,53.8,2.7,3,0.4,1.1,7.59,10.45,0.52,0.59,0.08,0.21,27.9,NA,
DO.0510,F,G11,LGDO-F-54,8/18/2012,3/26/2013,220,Bld-2 31wks,28.22,7.77,10.07,16.5,49.6,49.3,16.4,33.2,1134,6.9,3.98,400.8,12.9,81.7,3,1,0.4,0.9,1,6.35,0.24,0.08,0.03,0.07,30.8,NA,
DO.0511,F,G11,LGDO-F-55,8/20/2012,3/26/2013,218,Bld-2 31wks,34.99,8.93,12.54,16.5,50.7,40.4,13.1,32.5,1781,7.4,2.67,335.1,13.2,80.7,2.7,2.4,0.4,0.7,1.18,7.21,0.24,0.22,0.03,0.06,29.8,NA,
DO.0512,F,G11,LGDO-F-55,8/21/2012,3/26/2013,217,Bld-2 31wks,41.37,8.73,11.69,18.4,53.7,46,15.8,34.3,579,7.1,2.15,251.7,12.5,79.4,4.2,3,0.4,0.6,1.09,6.93,0.36,0.26,0.03,0.06,31,NA,
DO.0513,F,G11,LGDO-F-55,8/21/2012,3/26/2013,217,Bld-2 31wks,25.96,10.57,10.53,17,51.8,49.2,16.1,32.7,1114,7.5,2.24,235.3,8,88.1,1.9,0.9,0.3,0.8,0.85,9.31,0.2,0.09,0.03,0.08,29.6,NA,
DO.0514,F,G11,LGDO-F-55,8/20/2012,3/26/2013,218,Bld-2 31wks,20.78,7.4,10.05,15.2,45.3,45,15.1,33.5,1483,7.1,3.74,375.5,13.6,82.2,2.6,0.8,0.2,0.6,1.01,6.09,0.19,0.06,0.02,0.04,31,NA,
DO.0515,F,G11,LGDO-F-55,8/23/2012,3/26/2013,215,Bld-2 31wks,27.05,8.99,11.64,17.1,51.2,44,14.6,33.3,1340,7,3.23,376.1,9.1,82.3,1.4,6.4,0.3,0.5,0.82,7.4,0.12,0.58,0.03,0.04,30.3,NA,
DO.0516,F,G11,LGDO-F-56,8/20/2012,3/26/2013,218,Bld-2 31wks,33.93,11.32,10.96,17,49.9,45.6,15.5,34,1275,7.4,2.8,307.2,10.3,79.1,3.3,6.3,0.4,0.6,1.17,8.95,0.37,0.71,0.05,0.07,31.3,NA,
DO.0517,F,G11,LGDO-F-56,8/21/2012,3/26/2013,217,Bld-2 31wks,31.07,7.43,11.71,15.7,48.5,41.4,13.4,32.5,1366,7.4,2.58,302.8,7.6,88.4,1.2,1.7,0.3,0.7,0.56,6.57,0.09,0.13,0.03,0.05,29.8,NA,
DO.0518,F,G11,LGDO-F-56,8/20/2012,3/26/2013,218,Bld-2 31wks,26.25,6.26,10.61,16.2,49.4,46.6,15.3,32.8,1186,6.5,3.35,355.5,15.6,76.2,3.2,4.3,0.3,0.5,0.97,4.77,0.2,0.27,0.02,0.03,29.5,NA,
DO.0519,F,G11,LGDO-F-56,8/21/2012,3/26/2013,217,Bld-2 31wks,30.36,11.6,10.85,15.9,47.3,43.6,14.7,33.6,1565,7.5,4.27,463.2,13.8,80.4,2.1,2.6,0.4,0.7,1.6,9.33,0.25,0.3,0.04,0.08,30.5,NA,
DO.0520,F,G11,LGDO-F-56,8/22/2012,3/26/2013,216,Bld-2 31wks,24.91,6.9,10.16,16.4,50,49.2,16.1,32.7,1241,6.9,3.63,368.5,7.5,86.8,2.5,2.1,0.4,0.7,0.52,5.98,0.17,0.14,0.03,0.05,29.8,NA,
DO.0521,F,G11,LGDO-F-57,8/21/2012,4/1/2013,223,Bld-2 31wks,21.89,10.16,11.56,17,50.2,43.4,14.7,33.8,1203,5.4,3.04,351.5,17.7,74.5,2.3,4.7,0.4,0.4,1.8,7.57,0.24,0.48,0.04,0.04,31.3,NA,
DO.0522,F,G11,LGDO-F-57,8/20/2012,4/1/2013,224,Bld-2 31wks,47.38,11.16,10.86,16.7,50.1,46.1,15.4,33.3,1258,5.9,3.62,393,7.6,85.5,1.5,4.4,0.3,0.6,0.85,9.55,0.17,0.5,0.04,0.06,30.1,NA,
DO.0523,F,G11,LGDO-F-57,8/19/2012,4/1/2013,225,Bld-2 31wks,33.89,13.67,10.45,17,50.9,48.7,16.3,33.4,1401,5.4,3.25,339.1,15.1,80.4,1.8,1.7,0.4,0.6,2.06,10.99,0.24,0.24,0.06,0.08,30.1,NA,
DO.0524,F,G11,LGDO-F-57,8/21/2012,4/1/2013,223,Bld-2 31wks,32.73,11.1,11.2,16.1,47.1,42,14.4,34.2,2321,6.4,1.74,194.6,12.5,83.1,2.3,1.2,0.4,0.5,1.39,9.22,0.26,0.14,0.04,0.06,31.8,NA,
DO.0525,F,G11,LGDO-F-57,8/20/2012,4/1/2013,224,Bld-2 31wks,34.98,5.5,10.59,15.9,46.8,44.2,15,33.9,1164,6.1,2.74,290,12.3,77.9,2.8,6.5,0.2,0.3,0.67,4.29,0.15,0.36,0.01,0.02,30.8,NA,
DO.0526,F,G11,LGDO-F-58,8/21/2012,4/1/2013,223,Bld-2 31wks,28.3,6.4,6.13,9.7,30.1,49.1,15.8,32.3,692,7,11.03,675.9,27.8,59.4,5.2,5,0.3,2.3,1.78,3.8,0.33,0.32,0.02,0.15,29.1,NA,
DO.0527,F,G11,LGDO-F-58,8/20/2012,4/1/2013,224,Bld-2 31wks,38.89,8.85,10.81,16.1,48.5,44.9,14.9,33.2,1129,5.4,2.78,300.2,9.5,84.9,2.8,1.9,0.4,0.5,0.84,7.52,0.24,0.17,0.04,0.04,30.3,NA,
DO.0528,F,G11,LGDO-F-58,8/22/2012,4/1/2013,222,Bld-2 31wks,31.77,8.4,9.9,16.2,47.5,48,16.4,34.1,1468,5,3.83,379.2,14,77.3,5.6,2.4,0.3,0.5,1.17,6.5,0.47,0.2,0.02,0.04,31.1,NA,
DO.0529,F,G11,LGDO-F-58,8/24/2012,4/1/2013,220,Bld-2 31wks,30.47,9.03,10.28,15.4,44.2,43,14.9,34.7,1192,6.2,2.03,208.9,10.9,81.3,3.6,3.3,0.3,0.5,0.99,7.34,0.33,0.3,0.03,0.05,32.3,NA,
DO.0530,F,G11,LGDO-F-58,8/20/2012,4/1/2013,224,Bld-2 31wks,34.38,5.32,10.55,17.5,49.1,46.5,16.6,35.7,793,5.6,2.81,296.6,10.7,68.7,1.6,18.5,0.4,0.2,0.57,3.66,0.08,0.98,0.02,0.01,32.6,NA,
DO.0531,F,G11,LGDO-F-59,8/22/2012,4/1/2013,222,Bld-2 31wks,27.42,7.07,10,15.9,47.1,47.1,15.9,33.7,1678,6.3,2.04,203.9,15.6,78.8,2.1,3,0.3,0.4,1.1,5.57,0.15,0.21,0.02,0.03,30.7,NA,
DO.0532,F,G11,LGDO-F-59,8/20/2012,4/1/2013,224,Bld-2 31wks,24.38,5.81,10.62,15.6,46.3,43.6,14.7,33.8,1360,6.1,3.43,364.6,13.4,68.4,1.4,16.2,0.4,0.2,0.78,3.98,0.08,0.94,0.02,0.01,31.4,NA,
DO.0533,F,G11,LGDO-F-59,8/21/2012,4/1/2013,223,Bld-2 31wks,38.21,9.24,10.82,15.5,46.3,42.8,14.3,33.4,752,5.3,1.88,203.4,6.1,87.8,2.4,2.4,0.5,0.7,0.57,8.11,0.22,0.22,0.05,0.06,30.1,NA,
DO.0534,F,G11,LGDO-F-59,8/22/2012,4/1/2013,222,Bld-2 31wks,29.21,7.43,11.1,16.6,49.3,44.4,14.9,33.7,1601,5.5,1.36,151.3,10.3,83.2,3.7,1.6,0.5,0.7,0.77,6.18,0.28,0.12,0.04,0.05,30,NA,
DO.0535,F,G11,LGDO-F-59,8/23/2012,4/1/2013,221,Bld-2 31wks,37.29,13.95,10.47,17.1,49.4,47.2,16.3,34.6,1428,6,2.41,252.7,7.4,88.1,1.2,2.3,0.4,0.7,1.03,12.29,0.16,0.33,0.05,0.09,31.8,NA,
DO.0536,F,G11,LGDO-F-60,8/18/2012,4/1/2013,226,Bld-2 31wks,36.93,7.97,10.85,16.4,49.2,45.3,15.1,33.3,1246,5.8,3.1,336.8,6.5,89.2,2.5,1,0.3,0.6,0.52,7.11,0.2,0.08,0.03,0.05,30,NA,
DO.0537,F,G11,LGDO-F-60,8/23/2012,4/1/2013,221,Bld-2 31wks,32.24,6.87,11.5,17.2,49.4,42.9,14.9,34.7,1446,6.3,2.19,251.7,14.4,79.1,2.4,3.3,0.4,0.4,0.99,5.43,0.16,0.23,0.03,0.03,32.2,NA,
DO.0538,F,G11,LGDO-F-60,8/19/2012,4/1/2013,225,Bld-2 31wks,24.3,16.49,10.35,16,46.3,44.7,15.5,34.6,961,6.2,2.61,269.6,11.2,68.5,2.5,16.9,0.5,0.5,1.85,11.3,0.4,2.78,0.08,0.08,31.4,NA,
DO.0539,F,G11,LGDO-F-60,8/20/2012,4/1/2013,224,Bld-2 31wks,33.62,12.24,10.67,15.8,46,43.1,14.8,34.3,1688,5.9,2.38,254.1,7.8,87.8,0.9,2.5,0.3,0.7,0.96,10.75,0.11,0.31,0.04,0.09,31.5,NA,
DO.0541,M,G11,LGDO-M-49,8/22/2012,3/20/2013,210,Bld-2 31wks,45.71,7.5,10.19,16.4,48.7,47.8,16.1,33.7,1290,8.6,2.73,277.9,15.7,78.4,2.1,2.5,0.2,1.2,1.18,5.88,0.15,0.19,0.02,0.09,30.7,NA,
DO.0542,M,G11,LGDO-M-49,8/23/2012,3/20/2013,209,Bld-2 31wks,37.15,7.15,11.59,16.9,49.8,43,14.5,33.9,1376,8.9,3.27,379.1,9.9,86.6,0.9,1.6,0.3,0.7,0.71,6.19,0.06,0.12,0.02,0.05,31.3,NA,
DO.0543,M,G11,LGDO-M-49,8/22/2012,3/20/2013,210,Bld-2 31wks,37.59,6.76,10.62,16.6,51.3,48.3,15.6,32.4,1851,8.1,3.68,391.2,11.8,78.6,4.2,4.5,0.2,0.6,0.8,5.32,0.29,0.31,0.01,0.04,29.1,NA,
DO.0544,M,G11,LGDO-M-49,8/20/2012,3/20/2013,212,Bld-2 31wks,49.97,7.12,10.04,16.7,49.1,48.9,16.6,33.9,1262,8.7,2.24,225,14.7,78.9,2.5,3.1,0.2,0.6,1.04,5.62,0.18,0.22,0.02,0.04,30.8,NA,
DO.0545,M,G11,LGDO-M-49,8/24/2012,3/20/2013,208,Bld-2 31wks,34.77,10.89,10.51,16.1,47.2,44.9,15.3,34.1,950,8.2,3.17,333.3,13.5,81.8,1.3,2,0.5,0.8,1.47,8.91,0.14,0.22,0.05,0.09,31.2,NA,
DO.0546,M,G11,LGDO-M-50B,8/19/2012,3/20/2013,213,Bld-2 31wks,33.67,7.5,8.59,13.4,44.8,52.1,15.5,29.8,2320,8,8.34,716.2,28.5,62.7,3.5,2.3,0.4,2.6,2.14,4.7,0.26,0.17,0.03,0.19,26.5,NA,
DO.0547,M,G11,LGDO-M-50,8/20/2012,3/20/2013,212,Bld-2 31wks,33.8,5.65,11.93,18.4,54.3,45.5,15.4,33.8,1331,7.9,2.85,339.5,11.3,84.1,1.7,2.3,0.1,0.5,0.64,4.75,0.1,0.13,0.01,0.03,31,NA,
DO.0548,M,G11,LGDO-M-50,8/21/2012,3/20/2013,211,Bld-2 31wks,48.1,8.16,11.17,16,50.2,45,14.3,31.8,1643,8.5,2.73,305.2,10.9,85.1,1.7,1,0.3,0.9,0.89,6.95,0.14,0.08,0.03,0.08,29.1,NA,
DO.0549,M,G11,LGDO-M-50,8/23/2012,3/20/2013,209,Bld-2 31wks,51.45,15.49,9.21,14.5,42.9,46.5,15.7,33.7,1364,8.7,2.48,228.7,11.6,83.9,1.7,1,0.3,1.4,1.79,13,0.26,0.16,0.05,0.22,31.4,NA,
